chr,source,transcript,start,end,strand,gene
1,EVM,gene,225565039,225761838,-,TOC.1T.01660
1,EVM,gene,227068137,227068301,+,TOC.1T.01661
1,.,gene,227630331,227859468,+,TOC.1T.01662
1,EVM,gene,227861928,227912879,-,TOC.1T.01663
1,EVM,gene,227912893,227920810,-,TOC.1T.01664
1,.,gene,227932655,227940379,+,TOC.1T.01665
1,.,gene,227945399,227946699,-,TOC.1T.01666
1,.,gene,227975848,227989373,-,TOC.1T.01667
1,EVM,gene,228003162,228019641,-,TOC.1T.01668
1,EVM,gene,228204524,228205612,-,TOC.1T.01669
1,EVM,gene,228206048,228206737,-,TOC.1T.01670
1,EVM,gene,228207439,228207771,-,TOC.1T.01671
1,.,gene,229145323,229369169,-,TOC.1T.01672
1,.,gene,229408712,229415716,+,TOC.1T.01673
1,EVM,gene,229452464,229457477,-,TOC.1T.01674
1,.,gene,229478562,229496319,-,TOC.1T.01675
1,.,gene,229521522,229687759,-,TOC.1T.01676
1,.,gene,229688435,229691635,+,TOC.1T.01677
1,.,gene,229718456,229833450,-,TOC.1T.01678
1,.,gene,229833568,229842361,+,TOC.1T.01679
1,EVM,gene,229848556,229864438,-,TOC.1T.01680
1,.,gene,229884016,229913083,+,TOC.1T.01681
1,.,gene,229914079,230051390,-,TOC.1T.01682
1,.,gene,230116997,230145693,-,TOC.1T.01683
1,.,gene,230145815,230186760,+,TOC.1T.01684
1,.,gene,230213263,230234077,-,TOC.1T.01685
1,.,gene,230234505,230370227,+,TOC.1T.01686
1,.,gene,230395877,230427652,+,TOC.1T.01687
1,.,gene,230443758,230494206,+,TOC.1T.01688
1,.,gene,230522266,230526324,+,TOC.1T.01689
1,.,gene,230550550,230552498,+,TOC.1T.01690
1,.,gene,230556102,230563088,-,TOC.1T.01691
1,.,gene,230674540,230721052,+,TOC.1T.01692
1,.,gene,230721435,230847616,+,TOC.1T.01693
1,EVM,gene,231165425,231165655,+,TOC.1T.01694
1,EVM,gene,232896725,232898110,+,TOC.1T.01695
1,EVM,gene,232961128,232966592,-,TOC.1T.01696
1,EVM,gene,232966916,232970537,-,TOC.1T.01697
1,.,gene,233000076,233070341,+,TOC.1T.01698
1,.,gene,233159673,233190444,+,TOC.1T.01699
1,.,gene,233207485,233239167,+,TOC.1T.01700
1,.,gene,233405486,233479943,+,TOC.1T.01701
1,.,gene,233511713,233555612,-,TOC.1T.01702
1,EVM,gene,233603670,233604146,-,TOC.1T.01703
1,.,gene,233605593,233629896,-,TOC.1T.01704
1,.,gene,233686008,233888417,-,TOC.1T.01705
1,.,gene,233922919,233926067,-,TOC.1T.01706
1,EVM,gene,234023062,234028031,+,TOC.1T.01707
1,.,gene,234049904,234051094,+,TOC.1T.01708
1,.,gene,234191804,234193117,+,TOC.1T.01709
1,.,gene,234223443,234238130,+,TOC.1T.01710
1,.,gene,234269140,234351087,-,TOC.1T.01711
1,.,gene,234715433,234818433,+,TOC.1T.01712
1,EVM,gene,234850383,235153628,+,TOC.1T.01713
1,.,gene,235209375,235256844,+,TOC.1T.01714
1,EVM,gene,235297901,235472380,+,TOC.1T.01715
1,EVM,gene,235474313,235474633,+,TOC.1T.01716
1,.,gene,235550488,235682407,+,TOC.1T.01717
1,EVM,gene,235704759,235750164,+,TOC.1T.01718
1,EVM,gene,235753890,235754477,+,TOC.1T.01719
1,EVM,gene,235759180,235759521,+,TOC.1T.01720
1,EVM,gene,235760499,235760798,+,TOC.1T.01721
1,.,gene,235851960,235998441,+,TOC.1T.01722
1,EVM,gene,235882952,235883620,-,TOC.1T.01723
1,EVM,gene,235886863,235887345,-,TOC.1T.01724
1,EVM,gene,235890960,235891334,-,TOC.1T.01725
1,EVM,gene,236272370,236275853,-,TOC.1T.01726
1,.,gene,236337350,236415267,-,TOC.1T.01727
1,.,gene,236542409,236581784,-,TOC.1T.01728
1,.,gene,236644583,236652054,-,TOC.1T.01729
1,.,gene,236872825,236891669,-,TOC.1T.01730
1,EVM,gene,237016959,237017960,-,TOC.1T.01731
1,EVM,gene,237138397,237138686,+,TOC.1T.01732
1,EVM,gene,237203504,237203824,-,TOC.1T.01733
1,.,gene,237231454,237271527,-,TOC.1T.01734
1,EVM,gene,237507719,237584425,+,TOC.1T.01735
1,EVM,gene,237591318,237591650,+,TOC.1T.01736
1,.,gene,237612494,237680115,-,TOC.1T.01737
1,EVM,gene,237680527,237696962,+,TOC.1T.01738
1,EVM,gene,237709645,237710360,-,TOC.1T.01739
1,EVM,gene,237711622,237713284,-,TOC.1T.01740
1,.,gene,237828573,237911917,-,TOC.1T.01741
1,EVM,gene,238037477,238037714,+,TOC.1T.01742
1,EVM,gene,238038680,238038882,+,TOC.1T.01743
1,.,gene,238899095,239107092,-,TOC.1T.01744
1,EVM,gene,238899517,238899819,-,TOC.1T.01745
1,.,gene,239414177,239446238,-,TOC.1T.01746
1,EVM,gene,239553429,239554128,-,TOC.1T.01747
1,.,gene,239619534,239632146,-,TOC.1T.01748
1,.,gene,239693616,239771055,-,TOC.1T.01749
1,.,gene,239773157,239999404,-,TOC.1T.01750
1,EVM,gene,240071154,240071537,+,TOC.1T.01751
1,.,gene,240157514,240190119,-,TOC.1T.01752
1,.,gene,240454198,240460497,+,TOC.1T.01753
1,EVM,gene,240478274,240499220,+,TOC.1T.01754
1,EVM,gene,240516005,240516418,+,TOC.1T.01755
1,.,gene,240540411,240714371,-,TOC.1T.01756
1,.,gene,240714410,240754547,+,TOC.1T.01757
1,.,gene,240837453,240910826,+,TOC.1T.01758
1,.,gene,240978942,241052937,+,TOC.1T.01759
1,EVM,gene,241091805,241507910,-,TOC.1T.01760
1,EVM,gene,242725634,242726047,+,TOC.1T.01761
1,EVM,gene,242777531,242777911,+,TOC.1T.01762
1,EVM,gene,243721421,243721883,-,TOC.1T.01763
1,EVM,gene,243745879,243748019,-,TOC.1T.01764
1,.,gene,243753046,243754575,-,TOC.1T.01765
1,.,gene,243789855,243793056,-,TOC.1T.01766
1,.,gene,243847936,243883190,-,TOC.1T.01767
1,.,gene,243888576,243900116,-,TOC.1T.01768
1,.,gene,243945376,243964312,+,TOC.1T.01769
1,.,gene,243985892,244020828,+,TOC.1T.01770
1,EVM,gene,244725947,244954585,+,TOC.1T.01771
1,.,gene,245166230,245182927,+,TOC.1T.01772
1,EVM,gene,245198922,245199877,+,TOC.1T.01773
1,EVM,gene,245204252,245205010,-,TOC.1T.01774
1,EVM,gene,245266939,245311214,+,TOC.1T.01775
1,EVM,gene,245398212,245398511,-,TOC.1T.01776
1,EVM,gene,245401832,245478976,-,TOC.1T.01777
1,EVM,gene,245502957,245503542,+,TOC.1T.01778
1,EVM,gene,245547569,246052449,-,TOC.1T.01779
1,.,gene,246810406,246843389,+,TOC.1T.01780
1,.,gene,246912084,247165083,+,TOC.1T.01781
1,.,gene,247212869,247231346,+,TOC.1T.01782
1,EVM,gene,247254721,247262540,+,TOC.1T.01783
1,.,gene,247264658,247268290,+,TOC.1T.01784
1,.,gene,247285109,247291519,+,TOC.1T.01785
1,EVM,gene,247291974,247292294,+,TOC.1T.01786
1,.,gene,247320915,247356174,-,TOC.1T.01787
1,.,gene,247328736,247362086,+,TOC.1T.01788
1,.,gene,247390638,247572674,-,TOC.1T.01789
1,.,gene,247572760,247581448,+,TOC.1T.01790
1,EVM,gene,247605965,247606426,-,TOC.1T.01791
1,EVM,gene,247610207,247671017,-,TOC.1T.01792
1,.,gene,247677346,247686477,-,TOC.1T.01793
1,.,gene,247701578,247758436,+,TOC.1T.01794
1,.,gene,247765263,247774051,-,TOC.1T.01795
1,.,gene,247774039,247786164,+,TOC.1T.01796
1,.,gene,247790438,247845369,-,TOC.1T.01797
1,.,gene,247904791,247934509,-,TOC.1T.01798
1,.,gene,247990916,248076406,-,TOC.1T.01799
1,EVM,gene,248104245,248106841,-,TOC.1T.01800
1,.,gene,248107249,248109359,+,TOC.1T.01801
1,EVM,gene,248111760,248120251,-,TOC.1T.01802
1,EVM,gene,248164243,248164599,-,TOC.1T.01803
1,EVM,gene,248165457,248166305,-,TOC.1T.01804
1,EVM,gene,248166647,248167480,-,TOC.1T.01805
1,EVM,gene,248168691,248169170,-,TOC.1T.01806
1,EVM,gene,248178363,248178812,-,TOC.1T.01807
1,EVM,gene,248183551,248266799,-,TOC.1T.01808
1,.,gene,248282261,248305198,-,TOC.1T.01809
1,EVM,gene,248354499,248356430,+,TOC.1T.01810
1,EVM,gene,248549140,248549499,-,TOC.1T.01811
1,EVM,gene,248550197,248566269,-,TOC.1T.01812
1,.,gene,248584282,248591306,-,TOC.1T.01813
1,.,gene,248612181,248660577,-,TOC.1T.01814
1,.,gene,248671633,248678641,-,TOC.1T.01815
1,.,gene,248687361,248699993,-,TOC.1T.01816
1,.,gene,248716737,248754785,-,TOC.1T.01817
1,EVM,gene,248830643,248830996,+,TOC.1T.01818
1,EVM,gene,248832473,248832862,-,TOC.1T.01819
1,EVM,gene,248919990,248922864,+,TOC.1T.01820
1,EVM,gene,248928621,248930290,+,TOC.1T.01821
1,EVM,gene,248957037,248992274,+,TOC.1T.01822
1,EVM,gene,248997199,248997960,+,TOC.1T.01823
1,EVM,gene,248998237,248998923,+,TOC.1T.01824
1,.,gene,249005961,249036810,-,TOC.1T.01825
1,EVM,gene,249037705,249061216,+,TOC.1T.01826
1,EVM,gene,249068843,249069217,+,TOC.1T.01827
1,EVM,gene,249081524,249082009,-,TOC.1T.01828
1,EVM,gene,249082057,249082521,-,TOC.1T.01829
1,EVM,gene,249092615,249138930,-,TOC.1T.01830
1,.,gene,249158914,249173254,+,TOC.1T.01831
1,EVM,gene,249176942,249177730,-,TOC.1T.01832
1,.,gene,249179078,249195820,-,TOC.1T.01833
1,.,gene,249212851,249268505,-,TOC.1T.01834
1,.,gene,249276045,249343114,+,TOC.1T.01835
1,EVM,gene,249358688,249359467,-,TOC.1T.01836
1,EVM,gene,249360328,249411382,+,TOC.1T.01837
1,EVM,gene,249412560,249413069,+,TOC.1T.01838
1,.,gene,249438774,249475236,-,TOC.1T.01839
1,.,gene,249474998,249521319,+,TOC.1T.01840
1,.,gene,249543400,249593432,+,TOC.1T.01841
1,.,gene,249643708,249650240,+,TOC.1T.01842
1,.,gene,249700192,249758792,+,TOC.1T.01843
1,.,gene,249775652,249813852,+,TOC.1T.01844
1,.,gene,249842104,249848762,-,TOC.1T.01845
1,EVM,gene,249912408,249912871,-,TOC.1T.01846
1,EVM,gene,250169134,250185523,-,TOC.1T.01847
1,EVM,gene,250196889,250218415,-,TOC.1T.01848
1,.,gene,250287456,250420555,+,TOC.1T.01849
1,.,gene,250441565,250572742,+,TOC.1T.01850
1,.,gene,250578418,250798782,+,TOC.1T.01851
1,EVM,gene,250819666,250839179,+,TOC.1T.01852
1,EVM,gene,250839251,250857412,+,TOC.1T.01853
1,.,gene,250862373,250953327,-,TOC.1T.01854
1,EVM,gene,251105419,251164228,+,TOC.1T.01855
1,EVM,gene,251247988,251248353,-,TOC.1T.01856
1,EVM,gene,251251045,251251437,-,TOC.1T.01857
1,EVM,gene,251251526,251251948,-,TOC.1T.01858
1,EVM,gene,251252159,251253100,-,TOC.1T.01859
1,EVM,gene,251253956,251254648,-,TOC.1T.01860
1,.,gene,251261121,251273419,-,TOC.1T.01861
1,EVM,gene,251272907,251273287,+,TOC.1T.01862
1,EVM,gene,251300408,251390196,+,TOC.1T.01863
1,.,gene,251399041,251399724,+,TOC.1T.01864
1,.,gene,251405931,251438338,+,TOC.1T.01865
1,.,gene,251440590,251474034,+,TOC.1T.01866
1,.,gene,251480022,251517793,+,TOC.1T.01867
1,EVM,gene,251524069,251524611,+,TOC.1T.01868
1,.,gene,251582511,251636021,+,TOC.1T.01869
1,EVM,gene,251730630,251730998,+,TOC.1T.01870
1,.,gene,251735115,251744210,-,TOC.1T.01871
1,.,gene,251762399,251775318,-,TOC.1T.01872
1,.,gene,251800104,251903346,-,TOC.1T.01873
1,.,gene,251924924,251947648,-,TOC.1T.01874
1,.,gene,251974107,252111153,-,TOC.1T.01875
1,EVM,gene,252231331,252231672,-,TOC.1T.01876
1,EVM,gene,252234971,252287222,-,TOC.1T.01877
1,.,gene,252350126,252398076,-,TOC.1T.01878
1,EVM,gene,252511666,252565079,+,TOC.1T.01879
1,.,gene,252608274,252615443,+,TOC.1T.01880
1,.,gene,252657378,252664353,-,TOC.1T.01881
1,.,gene,252663471,252671498,-,TOC.1T.01882
1,.,gene,252678075,252678958,-,TOC.1T.01883
1,.,gene,252702106,252704438,-,TOC.1T.01884
1,.,gene,252706012,252706896,+,TOC.1T.01885
1,.,gene,252710401,252728033,+,TOC.1T.01886
1,.,gene,252731629,252732502,-,TOC.1T.01887
1,.,gene,252736499,252737366,+,TOC.1T.01888
1,.,gene,252799931,252839603,+,TOC.1T.01889
1,.,gene,252880204,252918373,-,TOC.1T.01890
1,.,gene,252928749,252929735,+,TOC.1T.01891
1,.,gene,252950192,252951183,+,TOC.1T.01892
1,.,gene,252973547,252974572,+,TOC.1T.01893
1,.,gene,253008636,253009632,+,TOC.1T.01894
1,.,gene,253026246,253050803,-,TOC.1T.01895
1,.,gene,253067477,253118311,-,TOC.1T.01896
1,.,gene,253141057,253185203,-,TOC.1T.01897
1,EVM,gene,253275864,253276172,+,TOC.1T.01898
1,EVM,gene,253284524,253363618,-,TOC.1T.01899
1,EVM,gene,253366383,253366817,-,TOC.1T.01900
1,EVM,gene,253380684,253380998,-,TOC.1T.01901
1,EVM,gene,253388876,253389652,-,TOC.1T.01902
1,EVM,gene,253414342,253414680,-,TOC.1T.01903
1,EVM,gene,253417933,253418247,-,TOC.1T.01904
1,EVM,gene,253425013,253425366,-,TOC.1T.01905
1,EVM,gene,253432946,253433356,-,TOC.1T.01906
1,EVM,gene,253433682,253434083,-,TOC.1T.01907
1,EVM,gene,253437397,253437696,-,TOC.1T.01908
1,EVM,gene,253455143,253455547,+,TOC.1T.01909
1,EVM,gene,253455653,253455985,+,TOC.1T.01910
1,EVM,gene,253479125,253479454,+,TOC.1T.01911
1,EVM,gene,253479516,253479932,+,TOC.1T.01912
1,EVM,gene,253480717,253481148,+,TOC.1T.01913
1,EVM,gene,253492477,253492839,+,TOC.1T.01914
1,EVM,gene,253497069,253497491,+,TOC.1T.01915
1,EVM,gene,253506389,253506703,+,TOC.1T.01916
1,EVM,gene,253515133,253767111,-,TOC.1T.01917
1,EVM,gene,253841625,253856882,-,TOC.1T.01918
1,.,gene,253861191,253865544,-,TOC.1T.01919
1,EVM,gene,253947236,253947562,-,TOC.1T.01920
1,EVM,gene,254793677,254795149,+,TOC.1T.01921
1,.,gene,255223722,255307701,-,TOC.1T.01922
1,.,gene,256396141,256397429,-,TOC.1T.01923
1,EVM,gene,256825812,256826120,+,TOC.1T.01924
1,.,gene,257290351,257320395,+,TOC.1T.01925
1,.,gene,257311088,257321940,-,TOC.1T.01926
1,.,gene,257326266,257329430,+,TOC.1T.01927
1,EVM,gene,257341396,257341743,-,TOC.1T.01928
1,.,gene,258450003,258493408,+,TOC.1T.01929
1,.,gene,259037767,259261058,+,TOC.1T.01930
1,EVM,gene,259513131,259513523,+,TOC.1T.01931
1,EVM,gene,259513781,259731614,+,TOC.1T.01932
1,.,gene,259783118,259803790,+,TOC.1T.01933
1,.,gene,259830177,259834983,+,TOC.1T.01934
1,.,gene,259868221,259901661,+,TOC.1T.01935
1,.,gene,260586698,260746467,-,TOC.1T.01936
1,EVM,gene,260807149,260809985,-,TOC.1T.01937
1,EVM,gene,260817721,260818095,-,TOC.1T.01938
1,.,gene,260849877,260942574,-,TOC.1T.01939
1,EVM,gene,261308967,261309809,+,TOC.1T.01940
1,EVM,gene,261549805,261590284,+,TOC.1T.01941
1,.,gene,261778062,261780317,-,TOC.1T.01942
1,EVM,gene,261921618,261921995,-,TOC.1T.01943
1,.,gene,262231673,262438018,-,TOC.1T.01944
1,EVM,gene,262593162,262601017,-,TOC.1T.01945
1,EVM,gene,262607432,262742143,-,TOC.1T.01946
1,.,gene,262957973,262985145,+,TOC.1T.01947
1,.,gene,262986004,263029948,-,TOC.1T.01948
1,.,gene,263030723,263044286,+,TOC.1T.01949
1,.,gene,263076208,263085936,+,TOC.1T.01950
1,EVM,gene,263086586,263126816,-,TOC.1T.01951
1,EVM,gene,263133047,263140205,-,TOC.1T.01952
1,.,gene,263141200,263151946,+,TOC.1T.01953
1,EVM,gene,263293624,263293802,+,TOC.1T.01954
1,.,gene,263630477,263912229,-,TOC.1T.01955
1,.,gene,264064880,264217033,-,TOC.1T.01956
1,.,gene,264264804,264366560,-,TOC.1T.01957
1,.,gene,264408578,264416203,-,TOC.1T.01958
1,.,gene,264540666,264555795,-,TOC.1T.01959
1,.,gene,264672462,264711759,-,TOC.1T.01960
1,.,gene,264723633,264840264,-,TOC.1T.01961
1,.,gene,264901459,264963578,-,TOC.1T.01962
1,.,gene,264987921,265110383,-,TOC.1T.01963
1,EVM,gene,265040247,265040702,-,TOC.1T.01964
1,.,gene,265110641,265116734,+,TOC.1T.01965
1,.,gene,265166186,265176025,-,TOC.1T.01966
1,.,gene,265176169,265181181,+,TOC.1T.01967
1,.,gene,265213248,265265163,-,TOC.1T.01968
1,.,gene,265278621,265282372,-,TOC.1T.01969
1,EVM,gene,265331101,265396308,+,TOC.1T.01970
1,EVM,gene,265396414,265563070,+,TOC.1T.01971
1,.,gene,265587812,265605388,+,TOC.1T.01972
1,.,gene,265605810,265633780,-,TOC.1T.01973
1,EVM,gene,265659010,265672895,+,TOC.1T.01974
1,EVM,gene,265673131,265687826,+,TOC.1T.01975
1,EVM,gene,265691483,265691812,+,TOC.1T.01976
1,.,gene,265709797,265727948,+,TOC.1T.01977
1,EVM,gene,265847378,265847713,-,TOC.1T.01978
1,EVM,gene,265849314,265849628,+,TOC.1T.01979
1,.,gene,265949993,265955251,+,TOC.1T.01980
1,.,gene,265956654,266007238,-,TOC.1T.01981
1,EVM,gene,265983826,265984626,+,TOC.1T.01982
1,EVM,gene,266022079,266022560,+,TOC.1T.01983
1,.,gene,266040529,266084230,-,TOC.1T.01984
1,.,gene,266245632,266267764,-,TOC.1T.01985
1,.,gene,266298459,266338015,+,TOC.1T.01986
1,.,gene,266364775,266398296,+,TOC.1T.01987
1,.,gene,266404024,266404859,+,TOC.1T.01988
1,EVM,gene,266433556,266467948,+,TOC.1T.01989
1,.,gene,266479905,266552082,+,TOC.1T.01990
1,.,gene,266574786,266658630,+,TOC.1T.01991
1,EVM,gene,266660230,266679990,+,TOC.1T.01992
1,.,gene,266684143,266820826,+,TOC.1T.01993
1,.,gene,266825376,266841169,+,TOC.1T.01994
1,.,gene,266853384,266894914,+,TOC.1T.01995
1,EVM,gene,267082161,267082458,+,TOC.1T.01996
1,EVM,gene,268295304,268297104,+,TOC.1T.01997
1,.,gene,268363713,268384655,+,TOC.1T.01998
1,.,gene,268391016,268432460,-,TOC.1T.01999
1,EVM,gene,268561779,268562936,+,TOC.1T.02000
1,EVM,gene,269219385,269219726,+,TOC.1T.02001
1,EVM,gene,269939817,269939969,+,TOC.1T.02002
1,EVM,gene,269959281,270007511,-,TOC.1T.02003
1,.,gene,270077383,270084465,-,TOC.1T.02004
1,.,gene,270177569,270181858,+,TOC.1T.02005
1,.,gene,270196501,270252977,-,TOC.1T.02006
1,.,gene,270267518,270297540,+,TOC.1T.02007
1,.,gene,270314827,270355823,-,TOC.1T.02008
1,.,gene,270364719,270404200,-,TOC.1T.02009
1,EVM,gene,270441443,270442913,+,TOC.1T.02010
1,.,gene,270512645,270514642,-,TOC.1T.02011
1,.,gene,270847285,270857443,-,TOC.1T.02012
1,EVM,gene,270868014,270868192,-,TOC.1T.02013
1,.,gene,270872738,270879383,-,TOC.1T.02014
1,EVM,gene,271627370,271628410,+,TOC.1T.02015
1,.,gene,271800047,271810676,-,TOC.1T.02016
1,EVM,gene,271829475,271831061,+,TOC.1T.02017
1,EVM,gene,271831142,271831360,+,TOC.1T.02018
1,.,gene,271876841,271888282,+,TOC.1T.02019
1,EVM,gene,272033401,272035200,+,TOC.1T.02020
1,EVM,gene,272098755,272098922,-,TOC.1T.02021
1,EVM,gene,272209284,272214147,-,TOC.1T.02022
1,EVM,gene,272229026,272229298,-,TOC.1T.02023
1,EVM,gene,272237591,272237851,-,TOC.1T.02024
1,EVM,gene,272239061,272239216,-,TOC.1T.02025
1,EVM,gene,272243702,272243883,-,TOC.1T.02026
1,EVM,gene,272246220,272246471,-,TOC.1T.02027
1,EVM,gene,272247913,272248953,-,TOC.1T.02028
1,EVM,gene,272256806,272257339,-,TOC.1T.02029
1,EVM,gene,272279090,272279613,+,TOC.1T.02030
1,.,gene,272707491,272708565,+,TOC.1T.02031
1,EVM,gene,273012316,273012822,+,TOC.1T.02032
1,EVM,gene,273086028,273087352,-,TOC.1T.02033
1,EVM,gene,273087739,273087942,-,TOC.1T.02034
1,.,gene,273130735,273267246,-,TOC.1T.02035
1,EVM,gene,273428117,273431116,-,TOC.1T.02036
1,EVM,gene,273431397,273432504,-,TOC.1T.02037
1,.,gene,273483330,273485161,+,TOC.1T.02038
1,EVM,gene,273492413,273493801,+,TOC.1T.02039
1,EVM,gene,273532447,273532790,+,TOC.1T.02040
1,EVM,gene,273539622,273541088,+,TOC.1T.02041
1,EVM,gene,273541289,273545323,+,TOC.1T.02042
1,.,gene,273559937,273561766,+,TOC.1T.02043
1,.,gene,273599063,273607167,+,TOC.1T.02044
1,.,gene,273619299,273621830,+,TOC.1T.02045
1,.,gene,273699104,273700942,+,TOC.1T.02046
1,.,gene,273759857,273776695,+,TOC.1T.02047
1,.,gene,273863826,273917734,+,TOC.1T.02048
1,.,gene,273950963,273952743,-,TOC.1T.02049
1,EVM,gene,274035349,274035808,-,TOC.1T.02050
1,.,gene,274321136,274332644,-,TOC.1T.02051
1,.,gene,274357808,274360077,-,TOC.1T.02052
1,.,gene,274367333,274380592,-,TOC.1T.02053
1,EVM,gene,274535083,274535344,+,TOC.1T.02054
1,EVM,gene,275434780,275435238,+,TOC.1T.02055
1,EVM,gene,275436470,275436853,+,TOC.1T.02056
1,EVM,gene,275443249,275443755,-,TOC.1T.02057
1,EVM,gene,275447546,275447899,-,TOC.1T.02058
1,.,gene,275462288,275478430,-,TOC.1T.02059
1,.,gene,275491135,275494422,-,TOC.1T.02060
1,.,gene,275513756,275524057,-,TOC.1T.02061
1,.,gene,275606826,275614853,-,TOC.1T.02062
1,.,gene,276179587,276183526,-,TOC.1T.02063
1,EVM,gene,276920341,276920751,-,TOC.1T.02064
1,EVM,gene,276949893,276950291,+,TOC.1T.02065
1,EVM,gene,277444149,277444424,+,TOC.1T.02066
1,EVM,gene,277453691,277453924,+,TOC.1T.02067
1,EVM,gene,277464784,277466759,+,TOC.1T.02068
1,.,gene,277473439,277580017,+,TOC.1T.02069
1,.,gene,277613209,277615311,-,TOC.1T.02070
1,.,gene,277849560,278020998,-,TOC.1T.02071
1,.,gene,278463075,278476839,-,TOC.1T.02072
1,EVM,gene,279391372,279391619,+,TOC.1T.02073
1,EVM,gene,279638354,279639076,-,TOC.1T.02074
1,.,gene,279652841,279705246,-,TOC.1T.02075
1,.,gene,279705920,279748298,+,TOC.1T.02076
1,.,gene,279755325,279833326,-,TOC.1T.02077
1,.,gene,279833476,279840239,+,TOC.1T.02078
1,.,gene,279840132,279940044,-,TOC.1T.02079
1,.,gene,279952919,279969147,+,TOC.1T.02080
1,.,gene,281145186,281164899,-,TOC.1T.02081
1,.,gene,281183174,281200968,-,TOC.1T.02082
1,.,gene,281243941,281248510,-,TOC.1T.02083
1,.,gene,281402304,281521620,+,TOC.1T.02084
1,.,gene,281529823,281588234,-,TOC.1T.02085
1,.,gene,281609813,281612197,+,TOC.1T.02086
1,.,gene,281618592,281655200,-,TOC.1T.02087
1,EVM,gene,281691498,281691965,-,TOC.1T.02088
1,EVM,gene,281695063,281716447,-,TOC.1T.02089
1,.,gene,281738249,281831632,-,TOC.1T.02090
1,.,gene,281853136,281875604,-,TOC.1T.02091
1,EVM,gene,282028983,282029390,+,TOC.1T.02092
1,EVM,gene,282029730,282031379,+,TOC.1T.02093
1,EVM,gene,282034376,282068918,-,TOC.1T.02094
1,EVM,gene,282248234,282493483,+,TOC.1T.02095
1,EVM,gene,282968846,283044157,+,TOC.1T.02096
1,.,gene,283052808,283059630,+,TOC.1T.02097
1,EVM,gene,283456355,283457551,-,TOC.1T.02098
1,.,gene,283472349,283499402,-,TOC.1T.02099
1,.,gene,283538446,283596049,-,TOC.1T.02100
1,.,gene,283967627,284127034,-,TOC.1T.02101
1,EVM,gene,284152605,284154307,-,TOC.1T.02102
1,EVM,gene,284309916,284324739,+,TOC.1T.02103
1,.,gene,284345242,284471458,+,TOC.1T.02104
1,.,gene,284482360,284596928,+,TOC.1T.02105
1,EVM,gene,284547809,284548855,-,TOC.1T.02106
1,.,gene,284557984,284622257,-,TOC.1T.02107
1,.,gene,284706021,284744050,+,TOC.1T.02108
1,.,gene,284818773,284842155,+,TOC.1T.02109
1,EVM,gene,284843150,284843449,+,TOC.1T.02110
1,.,gene,284857253,284873645,+,TOC.1T.02111
1,.,gene,284880977,284896970,-,TOC.1T.02112
1,.,gene,285061635,285109921,+,TOC.1T.02113
1,.,gene,285137656,285473462,-,TOC.1T.02114
1,.,gene,285547706,285637844,+,TOC.1T.02115
1,.,gene,285651068,285675408,+,TOC.1T.02116
1,.,gene,285732986,285758362,+,TOC.1T.02117
1,.,gene,285829204,285850092,+,TOC.1T.02118
1,EVM,gene,286029770,286029952,-,TOC.1T.02119
1,EVM,gene,286035691,286036290,-,TOC.1T.02120
1,.,gene,286144640,286242883,+,TOC.1T.02121
1,.,gene,287538879,287702496,+,TOC.1T.02122
1,.,gene,287931678,287990249,-,TOC.1T.02123
1,EVM,gene,287997027,287997362,-,TOC.1T.02124
1,EVM,gene,288001417,288026840,-,TOC.1T.02125
1,.,gene,288077779,288100337,-,TOC.1T.02126
1,EVM,gene,288130282,288130857,+,TOC.1T.02127
1,EVM,gene,288132454,288134226,+,TOC.1T.02128
1,EVM,gene,288139723,288140331,-,TOC.1T.02129
1,.,gene,288168507,288180229,-,TOC.1T.02130
1,.,gene,288180403,288193079,+,TOC.1T.02131
1,.,gene,288218824,288257669,+,TOC.1T.02132
1,EVM,gene,288284559,288294119,+,TOC.1T.02133
1,.,gene,288307376,288326319,+,TOC.1T.02134
1,.,gene,288334339,288381270,+,TOC.1T.02135
1,.,gene,288410957,288473376,-,TOC.1T.02136
1,.,gene,288494888,288508723,-,TOC.1T.02137
1,.,gene,288715598,288829547,-,TOC.1T.02138
1,EVM,gene,289221996,289222245,+,TOC.1T.02139
1,EVM,gene,289222631,289222967,+,TOC.1T.02140
1,.,gene,289234001,289271873,+,TOC.1T.02141
1,.,gene,289284504,289339230,+,TOC.1T.02142
1,EVM,gene,289346294,289362971,+,TOC.1T.02143
1,.,gene,289367599,289418256,+,TOC.1T.02144
1,.,gene,289430314,289438203,-,TOC.1T.02145
1,EVM,gene,290066217,290066639,-,TOC.1T.02146
1,.,gene,290389379,290415651,+,TOC.1T.02147
1,.,gene,290485522,290538700,-,TOC.1T.02148
1,EVM,gene,290541771,290583166,-,TOC.1T.02149
1,.,gene,290656689,290665134,+,TOC.1T.02150
1,.,gene,290667734,290697319,-,TOC.1T.02151
1,.,gene,290867427,290869798,-,TOC.1T.02152
1,.,gene,290870294,290878366,-,TOC.1T.02153
1,.,gene,290882168,290924601,+,TOC.1T.02154
1,.,gene,290933204,290934115,-,TOC.1T.02155
1,.,gene,290948584,290985128,-,TOC.1T.02156
1,.,gene,290987706,291005153,+,TOC.1T.02157
1,.,gene,291010532,291117025,+,TOC.1T.02158
1,.,gene,291117261,291165424,-,TOC.1T.02159
1,.,gene,291165939,291169810,-,TOC.1T.02160
